Street ID,Street Name,Street Suffix,Street Suffix Direction,Official Street Name,Thomas Brothers Map,Street Type
3509,PLEASANT VIEW,AVE,,PLEASANT VIEW AVENUE,671H5,PUBLIC STREET NAMES
2361,SUNRIDGE,ST,,SUNRIDGE STREET,702A3,PUBLIC STREET NAMES
1138,24TH,ST,,24TH STREET,674J2,PUBLIC STREET NAMES
8889,BEDFORD,DR,,BEDFORD DRIVE,632F2,PUBLIC STREET NAMES
10878,NORRIS,PL,,NORRIS PLACE,481J5,PRIVATE ROADWAY NAMES
8077,CENTURY,BLVD,,CENTURY BOULEVARD,704H4,PUBLIC STREET NAMES
1369,WYNKOOP,ST,,WYNKOOP STREET,702G1,PUBLIC STREET NAMES
3402,QUADRO VECCHIO,DR,,QUADRO VECCHIO DRIVE,630F5,PUBLIC STREET NAMES
7304,DOLCEDO,WAY,,DOLCEDO WAY,592A5,PUBLIC STREET NAMES
2285,TAPER,AVE,,TAPER AVENUE,824A1,PUBLIC STREET NAMES
6876,EMILIA,PL,,EMILIA PLACE,823H5,PUBLIC STREET NAMES
459,LONGACRE,AVE,,LONGACRE AVENUE,480J6,PRIVATE STREET NAMES
1292,AVENUE 27,,,AVENUE 27,595A7,PUBLIC STREET NAMES
7914,CLARIN,ST,,CLARIN STREET,560C4,PUBLIC STREET NAMES
2482,STASSI,LANE,,STASSI LANE,631C7,PUBLIC STREET NAMES
8431,BULLARD,AVE,,BULLARD AVENUE,595F7,PUBLIC STREET NAMES
2251,TENINO,AVE,,TENINO AVENUE,672E4,PUBLIC STREET NAMES
6517,FULTON,AVE,,FULTON AVENUE,562D5,PUBLIC STREET NAMES
8906,BEAGLE,ST,,BEAGLE STREET,595C7,PUBLIC STREET NAMES
1618,WESTBURY,DR,,WESTBURY DRIVE,481B5,PUBLIC STREET NAMES
2664,SHERMAN,ROAD,,SHERMAN ROAD,532G4,PUBLIC STREET NAMES
4011,NORTON,AVE,,NORTON AVENUE,593G7,PUBLIC STREET NAMES
1515,WILKINSON,AVE,,WILKINSON AVENUE,532F2,PUBLIC STREET NAMES
9514,ACHILLES,DR,,ACHILLES DRIVE,593A2,PUBLIC STREET NAMES
6040,HART,ST,,HART STREET,532H5,PUBLIC STREET NAMES
5879,HILLHAVEN,AVE,,HILLHAVEN AVENUE,503J6,PUBLIC STREET NAMES
10705,CITRUS RIDGE,DR,,CITRUS RIDGE DRIVE,560F3,PRIVATE STREET NAMES
9910,COBHAM,CT,,COBHAM COURT,591G2,PRIVATE STREET NAMES
4502,MEADOWBROOK,AVE,,MEADOWBROOK AVENUE,633D4,PUBLIC STREET NAMES
2257,TEMESCAL CANYON,ROAD,,TEMESCAL CANYON ROAD,631A5,PUBLIC STREET NAMES
2517,SPRINGSIDE,TR,,SPRINGSIDE TRAIL,NA,PUBLIC STREET NAMES
9704,PARK,AVE,,PARK AVENUE,671G5,UNOFFICIAL PRIVATE STREET NAMES
2353,SUNSET CREST,DR,,SUNSET CREST DRIVE,592H3,PUBLIC STREET NAMES
3545,PINAFORE,ST,,PINAFORE STREET,673C2,PUBLIC STREET NAMES
6524,FRYMAN,ROAD,,FRYMAN ROAD,592H1,PUBLIC STREET NAMES
9833,GRAYSTONE,DR,,GRAYSTONE DRIVE,529D4,PUBLIC STREET NAMES
6596,FONTENELLE,WAY,,FONTENELLE WAY,592A5,PUBLIC STREET NAMES
11014,GOLDENEYE,CT,,GOLDENEYE COURT,672F7,PRIVATE ROADWAY NAMES
10499,BEVERLY RIDGE,TER,,BEVERLY RIDGE TERRACE,592F2,PRIVATE STREET NAMES
8712,BLAIR,DR,,BLAIR DRIVE,563D7,PUBLIC STREET NAMES
2967,SABINA,ST,,SABINA STREET,635C7,PUBLIC STREET NAMES
159,VIA CAPRI,,,VIA CAPRI,533D3,PRIVATE STREET NAMES
3553,PICKWICK,ST,,PICKWICK STREET,595E1,PUBLIC STREET NAMES
2895,SANDWOOD,PL,,SANDWOOD PLACE,824A1,PUBLIC STREET NAMES
3158,ROBIN,DR,,ROBIN DRIVE,592H4,PUBLIC STREET NAMES
7677,COURTNEY,TER,,COURTNEY TERRACE,593B4,PUBLIC STREET NAMES
10280,MCCLINTOCK,AVE,,MCCLINTOCK AVENUE,674A1,PRIVATE ROADWAY NAMES
9777,NORTH SUMMIT RIDGE,CIR,,NORTH SUMMIT RIDGE CIRCLE,499H6,PRIVATE STREET NAMES
9391,ALMADALE,AVE,,ALMADALE AVENUE,635C1,PUBLIC STREET NAMES
2476,STEBBINS,TER,,STEBBINS TERRACE,592J5,PUBLIC STREET NAMES
6999,EL CASCO,ST,,EL CASCO STREET,482A2,PUBLIC STREET NAMES
1088,37TH,DR,,37TH DRIVE,674A1,PUBLIC STREET NAMES
10493,SERENA,CIR,,SERENA CIRCLE,560J3,PRIVATE STREET NAMES
2698,SHARP,AVE,,SHARP AVENUE,502A3,PUBLIC STREET NAMES
2534,SPENCE,ST,,SPENCE STREET,635C7,PUBLIC STREET NAMES
8976,BARING CROSS,ST,,BARING CROSS STREET,704B2,PUBLIC STREET NAMES
10988,BROTHERS,LANE,,BROTHERS LANE,532E5,PRIVATE STREET NAMES
9013,BALSAM,AVE,,BALSAM AVENUE,632D4,PUBLIC STREET NAMES
8069,CERROCREST,DR,,CERROCREST DRIVE,592F5,PUBLIC STREET NAMES
8579,BRAINARD,AVE,,BRAINARD AVENUE,503A1,PUBLIC STREET NAMES
9459,ALBANY,ST,,ALBANY STREET,634D4,PUBLIC STREET NAMES
2877,SAN JULIAN,ST,,SAN JULIAN STREET,634F5,PUBLIC STREET NAMES
3040,ROSWELL,ST,,ROSWELL STREET,594F2,PUBLIC STREET NAMES
10266,EUCALYPTUS,CT,,EUCALYPTUS COURT,531A7,PRIVATE STREET NAMES
7582,CULVER,DR,,CULVER DRIVE,672F5,PUBLIC STREET NAMES
2686,SHELBY,PL,,SHELBY PLACE,565D6,PUBLIC STREET NAMES
959,110TH,ST,,110TH STREET,704H6,PUBLIC STREET NAMES
2005,UPLAND,AVE,,UPLAND AVENUE,824A3,PUBLIC STREET NAMES
2450,STONEHAVEN,WAY,,STONEHAVEN WAY,631G3,PUBLIC STREET NAMES
344,PASEO DE LOMAS ALTAS,,,PASEO DE LAS LOMAS ALTAS,630F1,PRIVATE STREET NAMES
3059,ROSEMONT,AVE,,ROSEMONT AVENUE,504G7,PUBLIC STREET NAMES
5228,LARRABEE,ST,,LARRABEE STREET,592H5,PUBLIC STREET NAMES
4197,MT GLEASON,AVE,,MT GLEASON AVENUE,503H1,PUBLIC STREET NAMES
6674,FERRY,ST,,FERRY STREET,NA,PUBLIC STREET NAMES
2483,STASSEN,ST,,STASSEN STREET,501J5,PUBLIC STREET NAMES
1880,VERDI,ST,,VERDI STREET,672E6,PUBLIC STREET NAMES
469,LIMEKILN CANYON,ROAD,,LIMEKILN CANYON ROAD,480F3,PRIVATE STREET NAMES
8797,BERNAL,AVE,,BERNAL AVENUE,635C5,PUBLIC STREET NAMES
7281,DONA EMILIA,DR,,DONA EMILIA DRIVE,562J7,PUBLIC STREET NAMES
2303,TABOR,ST,,TABOR STREET,632G7,PUBLIC STREET NAMES
9834,HILLDALE,CT,,HILLDALE COURT,502F1,PRIVATE ROADWAY NAMES
1624,WESLIN,AVE,,WESLIN AVENUE,562C6,PUBLIC STREET NAMES
6943,ELLINGTON,DR,,ELLINGTON DRIVE,563C7,PUBLIC STREET NAMES
3340,RAND,CT,,RAND COURT,562C6,PUBLIC STREET NAMES
1729,WALDO,CT,,WALDO COURT,595D6,PUBLIC STREET NAMES
1527,WILCOX,PL,,WILCOX PLACE,593E5,PUBLIC STREET NAMES
7413,DELOR,DR,,DELOR DRIVE,595F7,PUBLIC STREET NAMES
8358,CAIRO,WALK,,CAIRO WALK,562A6,PUBLIC STREET NAMES
7667,COYLE,PL,,COYLE PLACE,559J4,PUBLIC STREET NAMES
10855,CANYON CREEK,DR,,CANYON CREEK DRIVE,530A6,PRIVATE ROADWAY NAMES
618,ELRITA,DR,,ELRITA DRIVE,592J1,PRIVATE STREET NAMES
5536,JUPITER,DR,,JUPITER DRIVE,593B3,PUBLIC STREET NAMES
5724,IDA,AVE,,IDA AVENUE,672B5,PUBLIC STREET NAMES
7987,CHEESBROUGH'S,LANE,,CHEESBROUGH'S LANE,635C6,PUBLIC STREET NAMES
10863,JUNEBERRY,LANE,,JUNEBERRY LANE,501H6,PRIVATE ROADWAY NAMES
,,,,,,
3674,PARNELL,AVE,,PARNELL AVENUE,632C4,PUBLIC STREET NAMES
7913,CLARINDA,DR,,CLARINDA DRIVE,560G5,PUBLIC STREET NAMES
10301,BETRON,ST,,BETRON STREET,560C3,PUBLIC STREET NAMES
10182,CHALON,ROAD,,CHALON ROAD,591D7,PRIVATE STREET NAMES
1069,45TH,ST,,45TH STREET,674G3,PUBLIC STREET NAMES
8011,CHARNOCK,ROAD,,CHARNOCK ROAD,672E2,PUBLIC STREET NAMES
9961,BRANTON,PL,,BRANTON PLACE,NA,PUBLIC STREET NAMES
3556,PICASSO,PL,,PICASSO PLACE,560A6,PUBLIC STREET NAMES
7631,CRESTHAVEN,DR,,CRESTHAVEN DRIVE,565E7,PUBLIC STREET NAMES
4071,NICHOLS CANYON,ROAD,,NICHOLS CANYON ROAD,563B7,PUBLIC STREET NAMES
8395,BUTLER,AVE,,BUTLER AVENUE,631J5,PUBLIC STREET NAMES
6960,ELKHART,PL,,ELKHART PLACE,671J4,PUBLIC STREET NAMES
9083,AVENIDA DE LA HERRADURA,,,AVENIDA DE LA HERRADURA,630F1,PUBLIC STREET NAMES
4212,MOULTON,AVE,,MOULTON AVENUE,634J2,PUBLIC STREET NAMES
1593,WESTMORELAND,AVE,,WESTMORELAND AVENUE,594A5,PUBLIC STREET NAMES
9934,VIA SANTIAGO,,,VIA SANTIAGO,NA,PRIVATE ROADWAY NAMES
5107,LEMON,ST,,LEMON STREET,634H7,PUBLIC STREET NAMES
9477,AIGLON,ST,,AIGLON STREET,630J5,PUBLIC STREET NAMES
460,LONDONDERRY,VIEW,,LONDONDERRY VIEW,592J5,PRIVATE STREET NAMES
1076,41ST,DR,,41ST DRIVE,674B3,PUBLIC STREET NAMES
9373,ALONZO,AVE,,ALONZO AVENUE,561A1,PUBLIC STREET NAMES
2133,TOPSAIL,ST,,TOPSAIL STREET,701J2,PUBLIC STREET NAMES
2203,THORNTON,AVE,,THORNTON AVENUE,671G5,PUBLIC STREET NAMES
4332,MISSION RIDGE,WAY,,MISSION RIDGE WAY,481B6,PUBLIC STREET NAMES
8674,BLUFF,PL,,BLUFF PLACE,854B2,PUBLIC STREET NAMES
483,LATONA,ROAD,,LATONA ROAD,595B5,PRIVATE STREET NAMES
8810,BERG,ST,,BERG STREET,482C2,PUBLIC STREET NAMES
773,BERGSTROM,PL,,BERGSTROM PLACE,482A2,PRIVATE STREET NAMES
4759,MALAGA,ROAD,,MALAGA ROAD,593D3,PUBLIC STREET NAMES
7302,DOLORES,ST,,DOLORES STREET,594E1,PUBLIC STREET NAMES
7924,CLAIRCREST,DR,,CLAIRCREST DRIVE,592F4,PUBLIC STREET NAMES
9803,BEECHTREE,LANE,,BEECHTREE LANE,500H3,PRIVATE STREET NAMES
1156,20TH,PL,,20TH PLACE,671H6,PUBLIC STREET NAMES
6496,GALENDO,ST,,GALENDO STREET,560A5,PUBLIC STREET NAMES
6382,GLADYS,AVE,,GLADYS AVENUE,634G5,PUBLIC STREET NAMES
3887,OLIVE GROVE,AVE,,OLIVE GROVE AVENUE,503E3,PUBLIC STREET NAMES
8291,CAMPUS,ROAD,,CAMPUS ROAD,565A7,PUBLIC STREET NAMES
5517,KATHYANN,ST,,KATHYANN STREET,482G7,PUBLIC STREET NAMES
6146,GUILDFORD,LANE,,GUILDFORD LANE,500J1,PUBLIC STREET NAMES
3860,OPP,ST,,OPP STREET,794J5,PUBLIC STREET NAMES
8589,BRADLEY,PL,,BRADLEY PLACE,673A7,PUBLIC STREET NAMES
4097,NEWARK,AVE,,NEWARK AVENUE,595F7,PUBLIC STREET NAMES
3750,PALISADES,CIR,,PALISADES CIRCLE,630F1,PUBLIC STREET NAMES
3373,QUINTERO,ST,,QUINTERO STREET,594F7,PUBLIC STREET NAMES
1751,VIVA,DR,,VIVA DRIVE,504A5,PUBLIC STREET NAMES
6412,GIBBONS,ST,,GIBBONS STREET,634J2,PUBLIC STREET NAMES
9411,ALICE,ST,,ALICE STREET,594H5,PUBLIC STREET NAMES
8915,BEACH,AVE,,BEACH AVENUE,672B5,PUBLIC STREET NAMES
11004,SOUTH SEAGLASS,CIR,,SOUTH SEAGLASS CIRCLE,702E1,PRIVATE ROADWAY NAMES
1472,WINGO,ST,,WINGO STREET,502F4,PUBLIC STREET NAMES
8318,CALZONA,ST,,CALZONA STREET,635C7,PUBLIC STREET NAMES
8547,BREVIS,ST,,BREVIS STREET,565C7,PUBLIC STREET NAMES
7469,DEERHORN,ROAD,,DEERHORN ROAD,561G6,PUBLIC STREET NAMES
4209,MOUND VIEW,PL,,MOUND VIEW PLACE,562G6,PUBLIC STREET NAMES
7533,DALMATIA,DR,,DALMATIA DRIVE,823J1,PUBLIC STREET NAMES
8813,BERENDO,ST,,BERENDO STREET,634A1,PUBLIC STREET NAMES
10181,OAK TREE,WAY,,OAK TREE WAY,503H3,PRIVATE STREET NAMES
4717,MANTUA,ROAD,,MANTUA ROAD,630H6,PUBLIC STREET NAMES
10777,CAJUN,CT,,CAJUN COURT,529J5,PRIVATE STREET NAMES
7889,CLELAND,AVE,,CLELAND AVENUE,595A2,PUBLIC STREET NAMES
6655,FIR,ST,,FIR STREET,633C7,PUBLIC STREET NAMES
9201,ARCHWOOD,PL,,ARCHWOOD PLACE,532J6,PUBLIC STREET NAMES
9263,ANGELUS,PL,,ANGELUS PLACE,671J6,PUBLIC STREET NAMES
9485,AETNA,ST,,AETNA STREET,532D7,PUBLIC STREET NAMES
5357,LA BARCA,PL,,LA BARCA PLACE,560G4,PUBLIC STREET NAMES
4257,MOONBEAM,AVE,,MOONBEAM AVENUE,502A6,PUBLIC STREET NAMES
10796,SENDA DE MAYA,,,SENDA DE MAYA,482A3,PRIVATE ROADWAY NAMES
5610,JARVIS,ST,,JARVIS STREET,594H7,PUBLIC STREET NAMES
6297,GOEBEL,AVE,,GOEBEL AVENUE,NA,PUBLIC STREET NAMES
107,VISTA MORAGA,,,VISTA MORAGA,591H6,PRIVATE STREET NAMES
4270,MONTEZUMA,ST,,MONTEZUMA STREET,595B2,PUBLIC STREET NAMES
1442,WONDERLAND PARK,AVE,,WONDERLAND PARK AVENUE,592G2,PUBLIC STREET NAMES
7570,CURRITUCK,DR,,CURRITUCK DRIVE,631G4,PUBLIC STREET NAMES
2566,SNOWDEN,AVE,,SNOWDEN AVENUE,532C1,PUBLIC STREET NAMES
2872,SAN MARCOS,PL,,SAN MARCOS PLACE,595A3,PUBLIC STREET NAMES
6421,GERMAIN,ST,,GERMAIN STREET,502A3,PUBLIC STREET NAMES
3975,OAK GLEN,PL,,OAK GLEN PLACE,594E5,PUBLIC STREET NAMES
8750,BIENVENEDA,AVE,,BIENVENEDA AVENUE,630H3,PUBLIC STREET NAMES
10644,CANCION,CT,,CANCION COURT,634J4,PRIVATE ROADWAY NAMES
1980,VALERIO,ST,,VALERIO STREET,533A4,PUBLIC STREET NAMES
10665,VENEZIA,WAY,,VENEZIA WAY,500C1,PRIVATE STREET NAMES
6122,HAGAR,ST,,HAGAR STREET,482D4,PUBLIC STREET NAMES
8119,CATERINA,CT,,CATERINA COURT,481B5,PUBLIC STREET NAMES
7450,DE LA GUERRA,ST,,DE LA GUERRA STREET,560A3,PUBLIC STREET NAMES
6027,HASTINGS,AVE,,HASTINGS AVENUE,702D2,PUBLIC STREET NAMES
2020,TYSON,PL,,TYSON PLACE,481B5,PUBLIC STREET NAMES
3354,RALEIGH,ST,,RALEIGH STREET,564F6,PUBLIC STREET NAMES
8276,CANEDO,AVE,,CANEDO AVENUE,500G5,PUBLIC STREET NAMES
5862,HILLTREE,ROAD,,HILLTREE ROAD,631B6,PUBLIC STREET NAMES
351,PASEO DE LA ESTRELLA,,,PASEO DE LA ESTRELLA,630F2,PRIVATE STREET NAMES
540,HOLLENBECK,DR,,HOLLENBECK DRIVE,634J5,PRIVATE STREET NAMES
1808,VIKING,AVE,,VIKING AVENUE,500H4,PUBLIC STREET NAMES
1742,VREELAND,AVE,,VREELAND AVENUE,794H6,PUBLIC STREET NAMES
3859,ORACLE,PL,,ORACLE PLACE,631B4,PUBLIC STREET NAMES
6873,EMMA,AVE,,EMMA AVENUE,595B7,PUBLIC STREET NAMES
8314,CAMAROSA,DR,,CAMAROSA DRIVE,631B7,PUBLIC STREET NAMES
5288,LAMAR,ST,,LAMAR STREET,634J2,PUBLIC STREET NAMES
6453,GATESIDE,DR,,GATESIDE DRIVE,635D1,PUBLIC STREET NAMES
8536,BRIDGE,ST,,BRIDGE STREET,596D3,PUBLIC STREET NAMES
800,ARBOLES,CT,,ARBOLES COURT,824C4,PRIVATE STREET NAMES
2398,SUMMITRIDGE,DR,,SUMMITRIDGE DRIVE,592D2,PUBLIC STREET NAMES
5678,INVERNESS,AVE,,INVERNESS AVENUE,594A2,PUBLIC STREET NAMES
1426,WOODFIELD,CT,,WOODFIELD COURT,592A1,PUBLIC STREET NAMES
2424,STRAWBERRY,DR,,STRAWBERRY DRIVE,561C5,PUBLIC STREET NAMES
7492,DEANE,ST,,DEANE STREET,594E4,PUBLIC STREET NAMES
9680,HORACE,ST,,HORACE STREET,501G2,UNOFFICIAL PRIVATE STREET NAMES
2334,SUPERIOR,AVE,,SUPERIOR AVENUE,672A5,PUBLIC STREET NAMES
7335,DICKSON,ST,,DICKSON STREET,672A6,PUBLIC STREET NAMES
6837,EPSILON,ST,,EPSILON STREET,559H3,PUBLIC STREET NAMES
5865,HILLSIDE,WAY,,HILLSIDE WAY,593A4,PUBLIC STREET NAMES
5386,KNAPP,ST,,KNAPP STREET,501D6,PUBLIC STREET NAMES
705,CHEVY CHASE,DR,,CHEVY CHASE DRIVE,564C6,PRIVATE STREET NAMES
1536,WHITTIER,BLVD,,WHITTIER BOULEVARD,634J6,PUBLIC STREET NAMES
9791,GENESEE,AVE,,GENESEE AVENUE,633C1,PRIVATE STREET NAMES
3191,RINCONIA,PL,,RINCONIA PLACE,593F2,PUBLIC STREET NAMES
7273,DONA LISA,DR,,DONA LISA DRIVE,562J7,PUBLIC STREET NAMES
1512,WILLAT,AVE,,WILLAT AVENUE,NA,PUBLIC STREET NAMES
7961,CHEVY CHASE,DR,,CHEVY CHASE DRIVE,564D6,PUBLIC STREET NAMES
3041,ROSSWOOD,TER,,ROSSWOOD TERRACE,565E7,PUBLIC STREET NAMES
1885,VERBENA,DR,,VERBENA DRIVE,593G2,PUBLIC STREET NAMES
2846,SANTA FE,AVE,,SANTA FE AVENUE,634H4,PUBLIC STREET NAMES
4869,LOUISIANA,AVE,,LOUISIANA AVENUE,632D4,PUBLIC STREET NAMES
1433,WOODBRIDGE,ST,,WOODBRIDGE STREET,563C5,PUBLIC STREET NAMES
8938,BATAC,ST,,BATAC STREET,500C2,PUBLIC STREET NAMES
2264,TEHAMA,ST,,TEHAMA STREET,565C7,PUBLIC STREET NAMES
10165,OAK LEAF,DR,,OAK LEAF DRIVE,499J6,PRIVATE STREET NAMES
9431,ALEMAN,DR,,ALEMAN DRIVE,560F5,PUBLIC STREET NAMES
10513,ALEX,CT,,ALEX COURT,502G1,PRIVATE STREET NAMES
9178,ARLEE,PL,,ARLEE PLACE,482C1,PUBLIC STREET NAMES
4276,MONTEREY,ST,,MONTEREY STREET,595A4,PUBLIC STREET NAMES
9586,HILLHURST,DR,,HILLHURST DRIVE,529D5,PUBLIC STREET NAMES
6719,FARMOUTH,DR,,FARMOUTH DRIVE,594B2,PUBLIC STREET NAMES
8583,BRAEMORE,ROAD,,BRAEMORE ROAD,480G6,PUBLIC STREET NAMES
5218,LAS COLINAS,AVE,,LAS COLINAS AVENUE,565A7,PUBLIC STREET NAMES
3762,PAGEANT,PL,,PAGEANT PLACE,561D6,PUBLIC STREET NAMES
2833,SAN VICENTE,BLVD,,SAN VICENTE BOULEVARD,631J4,PUBLIC STREET NAMES
6946,ELLERY,DR,,ELLERY DRIVE,823J4,PUBLIC STREET NAMES
8981,BARD,ST,,BARD STREET,594F5,PUBLIC STREET NAMES
3184,RIO VISTA,AVE,,RIO VISTA AVENUE,674J1,PUBLIC STREET NAMES
2946,ST IVES,PL,,ST IVES PLACE,592G5,PUBLIC STREET NAMES
5432,KINBROOK,ST,,KINBROOK STREET,482B1,PUBLIC STREET NAMES
9646,CELTIC,ST,,CELTIC STREET,501G2,UNOFFICIAL PRIVATE STREET NAMES
1161,19TH,AVE,,19TH AVENUE,671H6,PUBLIC STREET NAMES
1473,WINGED FOOT,CIR,,WINGED FOOT CIRCLE,480F7,PUBLIC STREET NAMES
4685,MARGO,ST,,MARGO STREET,634D6,PUBLIC STREET NAMES
2837,SANTA YNEZ,WAY,,SANTA YNEZ WAY,633A3,PUBLIC STREET NAMES
535,HONEY,DR,,HONEY DRIVE,NA,PRIVATE STREET NAMES
776,BENTON,WAY,,BENTON WAY,NA,PRIVATE STREET NAMES
3099,ROMBERG,PL,,ROMBERG PLACE,559H6,PUBLIC STREET NAMES
10330,EVENHAIM,LANE,,EVENHAIM LANE,560G1,PRIVATE ROADWAY NAMES
9664,DIVINO,,,DIVINO,823F7,UNOFFICIAL PRIVATE STREET NAMES
10828,RICASOLI,WAY,,RICASOLI WAY,480E6,PRIVATE STREET NAMES
7678,COURTNEY,ST,,COURTNEY STREET,704F4,PUBLIC STREET NAMES
3615,PEARL,ST,,PEARL STREET,632C6,PUBLIC STREET NAMES
7210,DORINA,PL,,DORINA PLACE,481C5,PUBLIC STREET NAMES
8016,CHARMEL,CT,,CHARMEL COURT,630G3,PUBLIC STREET NAMES
9997,TURTLE SPRINGS,LANE,,TURTLE SPRINGS LANE,480F7,PRIVATE STREET NAMES
1177,15TH HELENA,DR,,15TH HELENA DRIVE,631F4,PUBLIC STREET NAMES
1315,ZEPHYR,CT,,ZEPHYR COURT,671G6,PUBLIC STREET NAMES
4742,MANCHESTER,AVE,,MANCHESTER AVENUE,704D2,PUBLIC STREET NAMES
1825,VICTORIA,AVE,,VICTORIA AVENUE,633F3,PUBLIC STREET NAMES
321,PASEO VISTA HERMOSA,,,PASEO VISTA HERMOSA,630F1,PRIVATE STREET NAMES
8137,CASTLEBAY,PL,,CASTLEBAY PLACE,480G6,PUBLIC STREET NAMES
10882,ABBEY,DR,,ABBEY DRIVE,671J7,PRIVATE ROADWAY NAMES
6647,FIRTH,BLVD,,FIRTH BOULEVARD,704F4,PUBLIC STREET NAMES
4913,LOOM,PL,,LOOM PLACE,561G7,PUBLIC STREET NAMES
10797,SENDA DE HANNAH,,,SENDA DE HANNAH,482A3,PRIVATE ROADWAY NAMES
4200,MT BEACON,TER,,MT BEACON TERRACE,593G2,PUBLIC STREET NAMES
5210,LAS LOMAS,PL,,LAS LOMAS PLACE,630J4,PUBLIC STREET NAMES
8588,BRADNER,PL,,BRADNER PLACE,500G2,PUBLIC STREET NAMES
9212,ARBOR VITAE,ST,,ARBOR VITAE STREET,703B4,PUBLIC STREET NAMES
5372,KOSTURAS,PL,,KOSTURAS PLACE,530D6,PUBLIC STREET NAMES
4284,MONTE GRANDE,PL,,MONTE GRANDE PLACE,630G1,PUBLIC STREET NAMES
149,VIA LATINA,,,VIA LATINA,533E2,PRIVATE STREET NAMES
4715,MANZANITA,ST,,MANZANITA STREET,594B6,PUBLIC STREET NAMES
9787,MOUNT HELENA,AVE,,MOUNT HELENA AVENUE,565C5,PUBLIC STREET NAMES
1580,WESTSIDE,AVE,,WESTSIDE AVENUE,673F1,PUBLIC STREET NAMES
1820,VICTORINE,ST,,VICTORINE STREET,595C6,PUBLIC STREET NAMES
10930,GRANADA POINTE,,,GRANADA POINTE,501G1,PRIVATE ROADWAY NAMES
9483,AGATHA,ST,,AGATHA STREET,634F5,PUBLIC STREET NAMES
4124,NAVAJO,ST,,NAVAJO STREET,563C5,PUBLIC STREET NAMES
6598,FONDA,WAY,,FONDA WAY,595A7,PUBLIC STREET NAMES
3676,PARMELEE,AVE,,PARMELEE AVENUE,704F6,PUBLIC STREET NAMES
3141,ROCK,ST,,ROCK STREET,594C4,PUBLIC STREET NAMES
5146,LEAYN,CT,,LEAYN COURT,532F4,PUBLIC STREET NAMES
338,PASEO DE LOS MONTEROS,,,PASEO DE LOS MONTEROS,630F1,PRIVATE STREET NAMES
903,164TH,ST,,164TH STREET,734B6,PUBLIC STREET NAMES
7400,DEL SUR,ST,,DEL SUR STREET,502C1,PUBLIC STREET NAMES
2155,TOLENAS,DR,,TOLENAS DRIVE,562F6,PUBLIC STREET NAMES
6648,FIRTH,AVE,,FIRTH AVENUE,631G1,PUBLIC STREET NAMES
8886,BEECH,ST,,BEECH STREET,594J5,PUBLIC STREET NAMES
7827,COLISEUM,ST,,COLISEUM STREET,673F1,PUBLIC STREET NAMES
7176,DRONFIELD,AVE,,DRONFIELD AVENUE,481J2,PUBLIC STREET NAMES
5006,LISA,PL,,LISA PLACE,561H7,PUBLIC STREET NAMES
3219,RICHLAND,AVE,,RICHLAND AVENUE,594B2,PUBLIC STREET NAMES
4563,MCALLISTER,ST,,MCALLISTER STREET,635B3,PUBLIC STREET NAMES
9745,WEYBURN,AVE,,WEYBURN AVENUE,632A3,UNOFFICIAL PRIVATE STREET NAMES
10214,WARNER PLAZA,DR,,WARNER PLAZA DRIVE,NA,PRIVATE STREET NAMES
10173,SIERRA MEADOWS,LANE,,SIERRA MEADOWS LANE,480E7,PRIVATE STREET NAMES
2979,RUTH,AVE,,RUTH AVENUE,565C6,PUBLIC STREET NAMES
4901,LORILLARD,ST,,LORILLARD STREET,481C7,PUBLIC STREET NAMES
7900,CLAYWOOD,AVE,,CLAYWOOD AVENUE,482C1,PUBLIC STREET NAMES
412,MORNINGSIDE,CT,,MORNINGSIDE COURT,34C3,PRIVATE STREET NAMES
125,VIA TORRINO,,,VIA TORRINO,533D3,PRIVATE STREET NAMES
7207,DOROTHY,ST,,DOROTHY STREET,631G5,PUBLIC STREET NAMES
9892,IPSWICH,CT,,IPSWICH COURT,591G2,PRIVATE STREET NAMES
11324,YEHUDA,DR,,YEHUDA DRIVE,529G1,PUBLIC STREET NAMES
310,PORTER VALLEY,DR,,PORTER VALLEY DRIVE,500G2,PRIVATE STREET NAMES
3708,PARDEE,ST,,PARDEE STREET,703A4,PUBLIC STREET NAMES
5637,JACINTO,AVE,,JACINTO AVENUE,503C1,PUBLIC STREET NAMES
992,89TH,ST,,89TH STREET,704E3,PUBLIC STREET NAMES
7572,CURLEW,CT,,CURLEW COURT,564H7,PUBLIC STREET NAMES
10239,SHADOWBROOK,TER,,SHADOWBROOK TERRACE,794A3,PRIVATE ROADWAY NAMES
4201,MOUNT ANGELUS,WALK,,MOUNT ANGELUS WALK,595D2,PUBLIC STREET NAMES
7034,EDISON,ST,,EDISON STREET,595D5,PUBLIC STREET NAMES
4295,MONT CLAIR,ST,,MONT CLAIR STREET,633F7,PUBLIC STREET NAMES
8086,CELTIC,WAY,,CELTIC WAY,480J6,PUBLIC STREET NAMES
8421,BURGEN,AVE,,BURGEN AVENUE,632G6,PUBLIC STREET NAMES
2773,SEA REEF,DR,,SEA REEF DRIVE,630E5,PUBLIC STREET NAMES
11021,WRIGHT,LANE,,WRIGHT LANE,593D2,LIMITED ACCESS AREA NAMES
8002,CHASTAIN,PL,,CHASTAIN PLACE,531A3,PUBLIC STREET NAMES
10289,BROOKMONT,AVE,,BROOKMONT AVENUE,481H6,PUBLIC STREET NAMES
